INFOCODE,TICKER,DSMNEM,SEDOL,DSQTNAME,DSCMPYNAME,TYPECODE,PRIMARYEXCHANGEMIC,PRIMARYEXCHANGENAME,CURRENCY,STATUSCODE,ISACTIVE,LISTINGSTARTDATE,DELISTDATE
366168,YHC,@YHC,BWL8846,LQR HOUSE,LQR HSE.INCO. (PREREIN),EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-10T00:00:00,
366217,DBD,U:DBD,BPLJQW4,DIEBOLD NIXDORF,DIEBOLD NIXDORF INCO.,EQ,XNYS,New York SE,USD,A,True,2023-08-14T00:00:00,
366225,TRON,@TRON,BRJTTY3,TRON,TRON INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-15T00:00:00,
366226,NWTG,@NWTG,BPDHNC5,NEWTON GOLF,NEWTON GLF.CO.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-15T00:00:00,
366294,BOWN,@BOWN,BQ1P395,BOWEN ACQUISITION DEAD - DELIST.17/11/25,BOWEN ACQUISITION CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-08-17T00:00:00,2025-11-17T00:00:00
366316,NNAGU,@NNAGU,BNQQ9L6,99 ACQUISITION GROUP UNITS DEAD - DELIST.13/09/24,99 ACQ.GP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-08-15T00:00:00,2024-09-13T00:00:00
366351,JTAIZ,@JTAIZ,BRBDVT2,JET AI EQ.WARRT.EXP 10TH AUG 2033 DEAD - DELIST.09/09/24,JET AI INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2023-08-21T00:00:00,2024-09-09T00:00:00
366352,GIBOW,@GIBOW,BVK47P2,GIBO HDG.EQ.WARRT. EXP 08 MAY 2030,BUK.JALIL GLB.ACQ.1 LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-21T00:00:00,
366353,GIBO,@GIBO,BTH26H0,GIBO HOLDINGS A,BUK.JALIL GLB.ACQ.1 LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-21T00:00:00,
366377,FMSTW,@FMSTW,BM9XNK4,FRMT.CN.EN.EQ. WARRT.EXP 22 AUG.2028,FRMT.CN.EN.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-22T00:00:00,
366497,EXTOY,@EXTOY,BPLVRY9,ALMC.EXITO SPN. (NYS) AMER.DPREC.1:8 DEAD - DELIST.30/01/25,ALMACENES EXITO SA,EQ,PINC,OTC Pnk Currnt Info,USD,D,False,2023-08-23T00:00:00,2025-01-30T00:00:00
366518,IVPR,@IVPR,BLD94M0,INSPIRE VETERINARY PARTNERS A,INSPIRE VTNR.PTNS.INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2023-08-30T00:00:00,
366529,SEZL,@SEZL,BQC4R22,SEZZLE,SEZZLE INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-08-17T00:00:00,
366630,NETDW,@NETDW,BMTYXY1,NABORS ENTRAN.EQ. WARRT. EXP 01 SEP.2028 DEAD - DELIST.10/12/25,NABORS ENTRAN.CORP. II,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-09-05T00:00:00,2025-12-10T00:00:00
366639,NETD,@NETD,BMTYXX0,NABORS ENERGY TRANSITION A DEAD - DELIST.10/12/25,NABORS ENTRAN.CORP. II,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-09-05T00:00:00,2025-12-10T00:00:00
366644,PODC,@PODC,BPH0XJ7,COURTSIDE GROUP,PODCASTONE INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-08T00:00:00,
366708,AXG,@AXG,BRF3SZ3,SOLOWIN HOLDINGS A,SOLOWIN HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-07T00:00:00,
366784,NWGL,@NWGL,BPJP4W0,CL WORKSHOP GP. AMER. DEPY.SHS.1:8,CL WORKSHOP GROUP LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-12T00:00:00,
366789,GNLPRD,U:GNLPRD,BQBBF08,GLB.NT.LSE.7 50 CUM.RED. PERP.PREF. SR.D,GLOBAL NET LEASE INCO.,EQ,XNYS,New York SE,USD,A,True,2023-09-12T00:00:00,
366809,GNLPRE,U:GNLPRE,BQBBDZ9,GLB.NT.LSE.7 375 CUM. RED.PERP.PREF. SR.E,GLOBAL NET LEASE INCO.,EQ,XNYS,New York SE,USD,A,True,2023-09-13T00:00:00,
366816,SPPL,@SPPL,BS6ZMC0,SIMPPLE,SIMPPLE LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-13T00:00:00,
366834,ARM,@ARM,BNSP5P7,ARM HDG.AMER.DEPY. SHS. 1:1,ARM HOLDINGS PLC.,ADR,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2023-09-14T00:00:00,
366872,HYAC,U:HYAC,BMGS9V5,HAYMAKER ACQUISITION 4 A DEAD - DELIST.09/04/26,HAYMAKER ACQ.CORP. 4,EQ,XNYS,New York SE,USD,D,False,2023-09-15T00:00:00,2026-04-09T00:00:00
366873,KVACW,@KVACW,BS99WH4,KEEN VIS.ACQ.EQ. WARRT. EXP 15 MA.2028,KEEN VIS.ACQ.CORP.,EQ,,,USD,A,True,2023-09-15T00:00:00,
366874,NMRA,@NMRA,BN4JN37,NEUMORA THERAPEUTICS,NEUMORA THERP.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2023-09-15T00:00:00,
366889,RYZB,@RYZB,BRF4D40,RAYZEBIO DEAD - DELIST.27/02/24,RAYZEBIO INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-08-30T00:00:00,2024-02-27T00:00:00
366890,KVACF,@KVACF,BS99WB8,KEEN VISION ACQUISITION,KEEN VIS.ACQ.CORP.,EQ,PINL,OTC Pnk Ltd Info,USD,A,True,2023-09-15T00:00:00,
366971,CART,@CART,BN4L6W3,MAPLEBEAR,MAPLEBEAR INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2023-09-19T00:00:00,
366973,DTCKF,@DTCKF,BW5TRR1,DAVIS COMMODITIES A,DAVIS COMMODITIES LTD.,EQ,OTCD,FINRA TDDS - OTCD,USD,A,True,2023-09-19T00:00:00,
367002,KVYO,U:KVYO,BN4JNC6,KLAVIYO SERIES A,KLAVIYO INCO.,EQ,XNYS,New York SE,USD,A,True,2023-09-20T00:00:00,
367009,SRBK,@SRBK,BRF1R61,SR BANCORP,SR BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-20T00:00:00,
367026,MDBH,@MDBH,BKVC2S6,MDB CAPITAL HOLDINGS A,PUBLIC VENTURES LLC,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-21T00:00:00,
367078,TURB,@TURB,BQMQCP6,TBO.EN.AMER.DEPY. SHS. 1:5,TURBO ENERGY SA,ADR,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-22T00:00:00,
367130,AU,U:AU,BRF6FX9,ANGLOGOLD ASHANTI (NYS),ANGLOGOLD ASHANTI PLC.,EQ,XNYS,New York SE,USD,A,True,2023-09-25T00:00:00,
367165,LRE,@LRE,BMCD0B1,LEAD REAL ESTATE ADR 1:1,LEAD REAL ESTATE CTD.,ADR,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-27T00:00:00,
367193,VSME,@VSME,BS3F472,VS MEDIA HOLDINGS A,VS MEDIA HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-28T00:00:00,
367209,RENX,@RENX,BT6N425,RENX ENTERPRISES,RENX ENTERPRISES CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-09-19T00:00:00,
367240,SYRA,@SYRA,BQ2LQM6,SYRA HEALTH A,SYRA HEALTH CORP.,EQ,OTCB,OTC - QB,USD,A,True,2023-09-29T00:00:00,
367241,ANL,@ANL,BRBHRP2,ADLAI NORTYE AMER. DEPY. SHS.1:3,ADLAI NORTYE LTD.,ADR,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-09-29T00:00:00,
367251,KLG,U:KLG,BNNJC42,WK KELLOGG DEAD - DELIST.26/09/25,WK KELLOGG CO.,EQ,XNYS,New York SE,USD,D,False,2023-09-27T00:00:00,2025-09-26T00:00:00
367252,VSTS,U:VSTS,BP5JNQ3,VESTIS,VESTIS CORPORATION,EQ,XNYS,New York SE,USD,A,True,2023-09-27T00:00:00,
367253,VLTO,U:VLTO,BPGMZQ5,VERALTO,VERALTO CORP.,EQ,XNYS,New York SE,USD,A,True,2023-09-27T00:00:00,
367347,LAC,U:LAC,BRBS357,LITHIUM AMERICAS (NYS),LITHIUM AMERICAS CORP.,EQ,XNYS,New York SE,USD,A,True,2023-10-02T00:00:00,
367349,MSS,@MSS,C04JXJ1,MAISON SOLUTIONS A,MAISON SOLUTIONS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-05T00:00:00,
367390,QETAU,@QETAU,BPGMZM1,QUETTA ACQUISITION UNITS,QUETTA ACQUISITION CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-06T00:00:00,
367411,NNAGW,@NNAGW,BS3CJW3,99 ACQ.GP.EQ.WARRT. EXP 25 AUG.2028 DEAD - DELIST.13/09/24,99 ACQ.GP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-10-09T00:00:00,2024-09-13T00:00:00
367417,NNAG,@NNAG,BS3CJS9,99 ACQUISITION GROUP A DEAD - DELIST.13/09/24,99 ACQ.GP.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-10-09T00:00:00,2024-09-13T00:00:00
367419,GPAK,@GPAK,BNG21M9,GAMER PAKISTAN,GAMER PAKISTAN INCO.,EQ,EXPM,OTC Expert Mkt,USD,A,True,2023-10-09T00:00:00,
367454,PMEC,@PMEC,BSB8279,PRIMECH HOLDINGS,PRIMECH HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-10T00:00:00,
367455,GMM,@GMM,BVTD879,GLOBAL MOFY AI A,GLOBAL MOFY AI LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-10T00:00:00,
367458,LRHC,@LRHC,BX54GX2,LA ROSA HOLDINGS,LA ROSA HOLDINGS,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-10T00:00:00,
367496,BIRK,U:BIRK,BS44BN3,BIRKENSTOCK HOLDING,BIRKENSTOCK HOLDING PLC.,EQ,XNYS,New York SE,USD,A,True,2023-10-11T00:00:00,
367599,NATL,U:NATL,BRRD6G8,NCR ATLEOS,NCR ATLEOS CORPORATION,EQ,XNYS,New York SE,USD,A,True,2023-10-11T00:00:00,
367679,NCL,U:NCL,BVMS1J4,NORTHANN,NORTHANN CORP.,EQ,XASE,NYSE American,USD,A,True,2023-10-19T00:00:00,
367696,WBUY,@WBUY,BN72K98,WEBUY GLOBAL A,WEBUY GLOBAL LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-19T00:00:00,
367716,CPBI,@CPBI,BNSP3R5,CENTRAL PLAINS BANCSHARES,CTL.PLAI.BCSH.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-20T00:00:00,
367727,ABVX,@ABVX,BLC89B2,ABIVAX AMERICAN DEPOSITARY SHARES 1:1,ABIVAX,ADR,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-10-20T00:00:00,
367766,AIRE,@AIRE,BVV7QD1,REALPHA TECH,REALPHA TECH CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-23T00:00:00,
367822,MNR,U:MNR,BMCLG28,MACH NATURAL RESOURCES UNITS,MACH NATRES.LP,EQ,XNYS,New York SE,USD,A,True,2023-10-25T00:00:00,
368017,ATGL,@ATGL,BRXZ1Q3,ALPHA TECHNOLOGY GROUP A,ALP.TGP.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-10-31T00:00:00,
368057,PAPL,U:PAPL,BV1C7T9,PINEAPPLE FINANCIAL,PINE.FINL.INCO.,EQ,XASE,NYSE American,USD,A,True,2023-11-01T00:00:00,
368058,NLOP,U:NLOP,BS44H79,NET LEASE OFFICE PROPERT,NET LEASE OFFICE PROPERT,EQ,XNYS,New York SE,USD,A,True,2023-10-27T00:00:00,
368119,LXEO,@LXEO,BQ6C357,LEXEO THERAPEUTICS,LEXEO THERAPEUTICS INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-11-03T00:00:00,
368213,GVH,@GVH,BQT2K08,GLOBAVEND HOLDINGS,GLOBAVEND HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-08T00:00:00,
368245,AITRU,@AITRU,BKVC0F9,AI TRANSPORTATION ACQUISITION UNITS DEAD - DELIST.30/04/25,AI TRSP.ACQ.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2023-11-09T00:00:00,2025-04-30T00:00:00
368249,AAUC,U:AAUC,BS5YX69,ALLIED GOLD (NYS),ALLIED GOLD CORPORATION,EQ,XNYS,New York SE,USD,A,True,2023-11-09T00:00:00,
368255,ANSCU,@ANSCU,BMG3642,AGRIC.NTRL.SLTN. ACQ. UTS. DEAD - DELIST.13/08/26,AGRIC.& NTRL.SLTN.ACQ.CO,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-11-09T00:00:00,2026-08-13T00:00:00
368274,CRGX,@CRGX,BQHN2F2,CARGO THERAPEUTICS DEAD - DELIST.20/08/25,CARGO THERAPEUTICS INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,D,False,2023-11-10T00:00:00,2025-08-20T00:00:00
368279,HG,U:HG,BRWKTM1,HAMILTON INSURANCE GROUP B,HAMILTN.INRGP.LTD.,EQ,XNYS,New York SE,USD,A,True,2023-11-10T00:00:00,
368319,SGN,U:SGN,BSPS0X7,SIGNING DAY SPORTS DEAD - DELIST.17/03/26,SIGNING DAY SPORTS INCO.,EQ,XASE,NYSE American,USD,D,False,2023-11-14T00:00:00,2026-03-17T00:00:00
368332,GLLUF,@GLLUF,BS70NV0,GLOBAL LIGHTS ACQUISITION UNITS DEAD - DELIST.27/06/25,GLB.LHTS.ACQ.CORP.,EQ,EXPM,OTC Expert Mkt,USD,D,False,2023-11-14T00:00:00,2025-06-27T00:00:00
368334,SHIM,@SHIM,BR2P595,SHIMMICK,SHIMMICK CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-14T00:00:00,
368365,MURA,@MURA,BRJQ8L4,MURAL ONCOLOGY DEAD - DELIST.08/12/25,MURAL ONCOLOGY,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-11-16T00:00:00,2025-12-08T00:00:00
368445,DDC,U:DDC,BTK0RY5,DDC ENTERPRISE A,DDC ENTERPRISE LTD.,EQ,XASE,NYSE American,USD,A,True,2023-11-17T00:00:00,
368446,ODVWZ,@ODVWZ,BPLL686,OSISKO DEV.EQ. (NAS) WARRT.EXP 27 MAY 2027,OSISKO GOLD GROUP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-17T00:00:00,
368447,RVMDW,@RVMDW,BS70NP4,RVTN.MDC.EQ.WARRT. EXP 17 DC.2026,RVTN.MDC.INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2023-11-17T00:00:00,
368450,RR,@RR,BNV0DF5,RICHTECH ROBOTICS B,RICHTECH ROBOTICS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-17T00:00:00,
368514,BNRE.A,U:BNRE.A,BNDSXG8,BRKF.REIN.A 1 EXH. (NYS) NV.SHS. DEAD - DELIST.30/08/24,BRKF.WTH.SLTN.LTD.,EQ,XNYS,New York SE,USD,D,False,2023-11-17T00:00:00,2024-08-30T00:00:00
368548,ELAB,@ELAB,BWYD5S1,PMGC HOLDINGS,PMGC HOLDINGS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-21T00:00:00,
368551,CLBR.U,U:CLBR.U,BLDCV95,COLOMBIER ACQUISITION II UNITS DEAD - DELIST.16/07/25,GRABAGUN DIG.HDG.INCO.,EQ,XNYS,New York SE,USD,D,False,2023-11-21T00:00:00,2025-07-16T00:00:00
369008,SPKLW,@SPKLW,BP6JLN5,SRK.I ACQ.EQ.WARRT. EXP 28 SEP.2028,SRK.I ACQ.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-11-27T00:00:00,
369018,SPKL,@SPKL,BP6JLM4,SPARK I ACQUISITION A,SRK.I ACQ.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-11-27T00:00:00,
369019,SPKLU,@SPKLU,BRJN848,SPARK I ACQUISITION UNITS,SRK.I ACQ.CORP.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-10-06T00:00:00,
369149,FEBO,@FEBO,BSBJXG8,FENBO HOLDINGS A,FENBO HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-30T00:00:00,
369155,QETA,@QETA,BMWDZ38,QUETTA ACQUISITION,QUETTA ACQUISITION CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-11-30T00:00:00,
369186,GSIW,@GSIW,BVCHNR3,GARDEN STAGE A,GARDEN STAGE LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-12-01T00:00:00,
369192,BANCPRF,U:BANCPRF,BMWDYS6,BANC OF CALIFORNIA DEPOSITARY EACH,BANC OF CALIFORNIA INCO.,EQ,XNYS,New York SE,USD,A,True,2023-12-01T00:00:00,
369200,WS,U:WS,BS70KN1,WORTHINGTON STEEL,WORTHINGTON STEEL INCO.,EQ,XNYS,New York SE,USD,A,True,2023-11-28T00:00:00,
369230,GLACF,@GLACF,BQQ8526,GLOBAL LIGHTS ACQUISITION DEAD - DELIST.27/06/25,GLB.LHTS.ACQ.CORP.,EQ,PINL,OTC Pnk Ltd Info,USD,D,False,2023-12-04T00:00:00,2025-06-27T00:00:00
369231,AFJKU,@AFJKU,BRXCH00,AIMEI HEALTH TECHNOLOGY UNITS,AIMEI HLTH.TECH.CTD.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2023-12-04T00:00:00,
369529,INHD,@INHD,BS6S9Z1,INNO HOLDINGS,INNO HOLDINGS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-12-14T00:00:00,
369576,BAYAU,@BAYAU,BRF1YZ9,BAYVIEW ACQUISITION UNITS DEAD - DELIST.20/07/26,BAYVIEW ACQ.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2023-12-15T00:00:00,2026-07-20T00:00:00
369580,ZKH,U:ZKH,BP2FHC8,ZKH GROUP ADR 1:35,ZKH GROUP LTD.,ADR,XNYS,New York SE,USD,A,True,2023-12-15T00:00:00,
369703,UZX,@UZX,BS6ZPH6,LINKAGE GLOBAL A,LINKAGE GLOBAL INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-12-19T00:00:00,
369737,CDLR,U:CDLR,BSBH0Q1,CADELER ADS.EACH 1:4,CADELER A/S,ADR,XNYS,New York SE,USD,A,True,2023-12-19T00:00:00,
369767,SAVAW,@SAVAW,BR1G3X9,CASSAVA SCIS.EQ. WARRT. EXP 15TH NOV 2024 DEAD - DELIST.03/05/24,FILANA THERP.INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2024-01-04T00:00:00,2024-05-03T00:00:00
369862,IROHU,@IROHU,BSKPCH1,IRON HORSE ACQUISITIONS UNITS DEAD - DELIST.01/10/25,CN HTH.FOOD TECH GP.CORP,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2023-12-27T00:00:00,2025-10-01T00:00:00
369880,TIC,U:TIC,BMCG195,TIC SOLUTIONS,TIC SOLUTIONS INCO.,EQ,XNYS,New York SE,USD,A,True,2023-12-28T00:00:00,
369883,NBBK,@NBBK,BQT2053,NB BANCORP,NB BANCORP INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2023-12-28T00:00:00,
369911,ELPC,U:ELPC,BPDHMY0,CMPH.PARNS.DENGA. COPEL ADR 1:4,CMPH.PARNS.DENGA.,ADR,XNYS,New York SE,USD,A,True,2023-12-29T00:00:00,
369912,BAYA,@BAYA,BR89CV2,BAYVIEW ACQUISITION A DEAD - DELIST.20/07/26,BAYVIEW ACQ.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2023-12-29T00:00:00,2026-07-20T00:00:00
369938,AITR,@AITR,BRWDWS7,AI TRANSPORTATION ACQUISITION DEAD - DELIST.30/04/25,AI TRSP.ACQ.CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2024-01-02T00:00:00,2025-04-30T00:00:00
369963,ANSC,@ANSC,BQB5MH6,AGRIC.& NTRL.SLTN. ACQ.A DEAD - DELIST.13/08/26,AGRIC.& NTRL.SLTN.ACQ.CO,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2024-01-03T00:00:00,2026-08-13T00:00:00
369996,GRDI,@GRDI,BSKPCP9,GRIID (NAS) INFRASTRUCTURE DEAD - DELIST.01/11/24,GRIID INFR.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2024-01-05T00:00:00,2024-11-01T00:00:00
370001,ALTM,U:ALTM,BM9HZ11,ARCADIUM LITHIUM DEAD - DELIST.06/03/25,ARCADIUM LITHIUM PLC.,EQ,XNYS,New York SE,USD,D,False,2024-01-04T00:00:00,2025-03-06T00:00:00
370034,ROMA,@ROMA,BRJ4M72,ROMA GREEN FINANCE A,ROMA GREEN FINANCE LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-09T00:00:00,
370074,ANSCW,@ANSCW,BQB5MJ8,AGRIC.& NTRL.SLTN. ACQ. EQ.WARRT.EXP DEAD - DELIST.13/08/26,AGRIC.& NTRL.SLTN.ACQ.CO,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2024-01-03T00:00:00,2026-08-13T00:00:00
370089,SDHC,U:SDHC,BQPG4S0,SMITH DOUGLAS HOMES A,SMH.DGS.HMS.CORP.,EQ,XNYS,New York SE,USD,A,True,2024-01-11T00:00:00,
370090,PEW,U:PEW,BNVTCF5,GRABAGUN DIGITAL HOLDINGS,GRABAGUN DIG.HDG.INCO.,EQ,XNYS,New York SE,USD,A,True,2024-01-11T00:00:00,
370131,SYNX,U:SYNX,BQPG6S4,SILYNXCOM,SILYNXCOM LTD.,EQ,XNYS,New York SE,USD,A,True,2024-01-12T00:00:00,
370251,CCTG,@CCTG,BWQLQ35,CCSC TECHNOLOGY INTERNATIONAL HOLDINGS A,CCSC TECH.INTHDG.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-18T00:00:00,
370268,JVSAU,@JVSAU,BS718P2,JVSPAC ACQUISITION UNITS DEAD - DELIST.01/07/25,JVSPAC ACQUISITION CORP.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,D,False,2024-01-19T00:00:00,2025-07-01T00:00:00
370301,AFJK,@AFJK,BRC9MY1,AIMEI HEALTH TECHNOLOGY,AIMEI HLTH.TECH.CTD.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2024-01-22T00:00:00,
370338,SUGP,@SUGP,C0471P7,SU GROUP HOLDINGS A,SU GROUP HOLDINGS LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-24T00:00:00,
370353,MSDL,U:MSDL,BRBLLZ2,MORGAN STANLEY DIRECT LENDING,MGST.DRCT.LEND.FD.,EQ,XNYS,New York SE,USD,A,True,2024-01-24T00:00:00,
370358,JL,@JL,BVMDN59,J LONG GROUP A,J-LONG GROUP LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-24T00:00:00,
370363,CORZ,@CORZ,BN70TG2,CORE SCIENTIFIC,CORE SCIENTIFIC INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2024-01-24T00:00:00,
370390,CGON,@CGON,BRBCSP4,CG ONCOLOGY,CG ONCOLOGY INCO.,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2024-01-25T00:00:00,
370396,NCDL,U:NCDL,BQWT084,NUVEEN CHURCHILL DIRECT LENDING,NUVN.CHH.DRCT.LEND.CORP.,EQ,XNYS,New York SE,USD,A,True,2024-01-25T00:00:00,
370400,YIBO,@YIBO,BMCN9R0,PLANET IMAGE INTERNATIONAL A,PLANET IMAGE INTL.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-25T00:00:00,
370401,OBDE,U:OBDE,BMG9GS4,BLUE OWL CAPITAL DEAD - DELIST.13/01/25,BLU.OWL CACOR.III,EQ,XNYS,New York SE,USD,D,False,2024-01-25T00:00:00,2025-01-13T00:00:00
370416,MDCX,@MDCX,BT9NBT8,MEDICUS PHARMA,MEDICUS PHARMA LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-26T00:00:00,
370417,AVBP,@AVBP,BMGTLY5,ARRIVENT BIOPHARMA,ARRIVENT BIOPHARMA INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2024-01-26T00:00:00,
370421,HAO,@HAO,BXCH0C1,HAOXI HEALTH TECHNOLOGY A,HAOXI HLTH.TECH.LTD.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-26T00:00:00,
370422,BTSGU,@BTSGU,BPDYYD4,BRIGHTSPRING HEALTH SERVICES UNITS,BRIGHTSPRING HTHSVS.INCO,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2024-01-26T00:00:00,
370423,BTSG,@BTSG,BPJM8Q3,BRIGHTSPRING HEALTH SERVICES,BRIGHTSPRING HTHSVS.INCO,EQ,XNGS,NASDAQ Glb Slc Mkt,USD,A,True,2024-01-26T00:00:00,
370439,GRDIW,@GRDIW,BQWT0G2,GRIID INFR.EQ. WARRT.EXP 29TH DEC 2028 DEAD - DELIST.01/11/24,GRIID INFR.INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,D,False,2024-01-29T00:00:00,2024-11-01T00:00:00
370446,AMIX,@AMIX,BVSRPB5,AUTONOMIX MEDICAL,AUTONOMIX MEDICAL INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-29T00:00:00,
370503,FBLG,@FBLG,BWTYYL5,FIBROBIOLOGICS,FIBROBIOLOGICS INCO.,EQ,XNCM,NASDAQ SE Capitl Mkt,USD,A,True,2024-01-31T00:00:00,
370522,AS,U:AS,BN6TZY0,AMER SPORTS,AMER SPORTS INCO.,EQ,XNYS,New York SE,USD,A,True,2024-02-01T00:00:00,
370560,GUTS,@GUTS,BRF2YT6,FRACTYL HEALTH,FRACTYL HEALTH INCO.,EQ,XNMS,NASDAQ SE Glb Mkt,USD,A,True,2024-02-02T00:00:00,
